Star,FileName,RAdeg,DEdeg,Dist,Rad,Rad-Flame,Mass-Flame
CL* NGC 6522 Arp 4329,xsl_spectrum_X0170_merged.fits,270.86848343804,-29.97825969392,2815.5408,9.644,9.8462,2.902
CL* NGC 6522 ARP 3190,xsl_spectrum_X0403_merged.fits,270.89057825433,-30.06595186675,4064.4331,27.8609,27.6229,4.201
2MASS J18033716-2954227,xsl_spectrum_X0152_merged.fits,270.90483261694,-29.90633295069,4455.3828,10.102,9.8143,2.306
CL* NGC 6522 ARP 1021,xsl_spectrum_X0400_merged.fits,270.91500628123,-29.97328803282,11016.6338,29.0199,10.4863,2.603
CL* NGC 6522 ARP 1021,xsl_spectrum_X0401_merged.fits,270.91500628123,-29.97328803282,11016.6338,29.0199,10.4863,2.603
BMB 245,xsl_spectrum_X0153_merged.fits,271.02796302251,-30.17973617613,642.3887,0.4569,0.4575,
2MASS J18041187-3006214,xsl_spectrum_X0431_merged_ncl_ncge.fits,271.04947623106,-30.10594763301,1669.9884,4.5046,4.2578,1.062
2MASS J18041187-3006214,xsl_spectrum_X0431_merged_ncl_ncge.fits,271.05091631185,-30.10657694246,535.9995,0.7627,0.752,0.739
BMB 286,xsl_spectrum_X0154_merged.fits,271.0935365269,-30.01485630701,4983.0825,92.7887,94.8299,1.927
BMB 286,xsl_spectrum_X0154_merged.fits,271.09337297253,-30.01615850924,909.1002,0.908,,
BMB 289,xsl_spectrum_X0155_merged_ncl_ncge.fits,271.09438698404,-29.91441929124,1535.7197,139.1352,140.6497,6.217
